time	, clk	 rst	, X	, Y	, Z	
700	 1	   0	              0	              12	                         0	
705	 0	   0	              0	              12	                         0	
710	 1	   0	              0	              12	                         0	
715	 0	   0	              0	              12	                         0	
720	 1	   0	              0	              12	                         0	
725	 0	   0	              0	              12	                         0	
730	 1	   1	              0	              12	                         0	
735	 0	   1	              0	              12	                         0	
740	 1	   0	              0	              12	                         0	
745	 0	   0	              0	              12	                         0	
750	 1	   0	              0	              12	                         0	
755	 0	   0	              0	              12	                         0	
760	 1	   0	              0	              12	                         0	
765	 0	   0	              0	              12	                         0	
770	 1	   0	              0	              12	                         0	
775	 0	   0	              0	              12	                         0	
780	 1	   0	              0	              12	                         0	
785	 0	   0	              0	              12	                         0	
790	 1	   0	              0	              12	                         0	
795	 0	   0	              0	              12	                         0	
800	 1	   0	              0	              12	                         0	
805	 0	   0	              0	              12	                         0	
810	 1	   0	              0	              12	                         0	
815	 0	   0	              0	              12	                         0	
820	 1	   0	              0	              12	                         0	
825	 0	   0	              0	              12	                         0	
830	 1	   0	              0	              12	                         0	
835	 0	   0	              0	              12	                         0	
840	 1	   1	              0	              12	                         0	
845	 0	   1	              0	              12	                         0	
850	 1	   0	              0	              12	                         0	
855	 0	   0	              0	              12	                         0	
860	 1	   0	              0	              12	                         0	
865	 0	   0	              0	              12	                         0	
870	 1	   0	              0	              12	                         0	
875	 0	   0	              0	              12	                         0	
880	 1	   0	              0	              12	                         0	
885	 0	   0	              0	              12	                         0	
890	 1	   0	              0	              12	                         0	
895	 0	   0	              0	              12	                         0	
900	 1	   0	              0	              12	                         0	
905	 0	   0	              0	              12	                         0	
910	 1	   0	              0	              12	                         0	
915	 0	   0	              0	              12	                         0	
920	 1	   0	              0	              12	                         0	
925	 0	   0	              0	              12	                         0	
930	 1	   0	              0	              12	                         0	
935	 0	   0	              0	              12	                         0	
940	 1	   0	              0	              12	                         0	
945	 0	   0	              0	              12	                         0	
950	 1	   1	              0	              12	                         0	
955	 0	   1	              0	              12	                         0	
960	 1	   0	              0	              12	                         0	
965	 0	   0	              0	              12	                         0	
970	 1	   0	              0	              12	                         0	
975	 0	   0	              0	              12	                         0	
980	 1	   0	              0	              12	                         0	
985	 0	   0	              0	              12	                         0	
990	 1	   0	              0	              12	                         0	
995	 0	   0	              0	              12	                         0	
1000	 1	   0	              0	              12	                         0	
1005	 0	   0	              0	              12	                         0	
1010	 1	   0	              0	              12	                         0	
1015	 0	   0	              0	              12	                         0	
1020	 1	   0	              0	              12	                         0	
1025	 0	   0	              0	              12	                         0	
1030	 1	   0	              0	              12	                         0	
1035	 0	   0	              0	              12	                         0	
1040	 1	   0	              0	              12	                         0	
1045	 0	   0	              0	              12	                         0	
1050	 1	   0	              0	              12	                         0	
1055	 0	   0	              0	              12	                         0	
1060	 1	   1	              0	              12	                         0	
1065	 0	   1	              0	              12	                         0	
1070	 1	   0	              0	              12	                         0	
1075	 0	   0	              0	              12	                         0	
1080	 1	   0	              0	              12	                         0	
1085	 0	   0	              0	              12	                         0	
1090	 1	   0	              0	              12	                         0	
1095	 0	   0	              0	              12	                         0	
1100	 1	   0	              0	              12	                         0	
1105	 0	   0	              0	              12	                         0	
1110	 1	   0	              0	              12	                         0	
1115	 0	   0	              0	              12	                         0	
1120	 1	   0	              0	              12	                         0	
1125	 0	   0	              0	              12	                         0	
1130	 1	   0	              0	              12	                         0	
1135	 0	   0	              0	              12	                         0	
1140	 1	   0	              0	              12	                         0	
1145	 0	   0	              0	              12	                         0	
1150	 1	   0	              0	              12	                         0	
1155	 0	   0	              0	              12	                         0	
1160	 1	   0	              0	              12	                         0	
1165	 0	   0	              0	              12	                         0	
1170	 1	   1	              0	              12	                         0	
1175	 0	   1	              0	              12	                         0	
1180	 1	   0	              1	              12	                         0	
1185	 0	   0	              1	              12	                         0	
1190	 1	   0	              1	              12	                        12	
1195	 0	   0	              1	              12	                        12	
1200	 1	   0	              1	              12	                        12	
1205	 0	   0	              1	              12	                        12	
1210	 1	   0	              1	              12	                        12	
1215	 0	   0	              1	              12	                        12	
1220	 1	   0	              1	              12	                        12	
1225	 0	   0	              1	              12	                        12	
1230	 1	   0	              1	              12	                        12	
1235	 0	   0	              1	              12	                        12	
1240	 1	   0	              1	              12	                        12	
1245	 0	   0	              1	              12	                        12	
1250	 1	   0	              1	              12	                        12	
1255	 0	   0	              1	              12	                        12	
1260	 1	   0	              1	              12	                        12	
1265	 0	   0	              1	              12	                        12	
1270	 1	   0	              1	              12	                        12	
1275	 0	   0	              1	              12	                        12	
1280	 1	   1	              1	              12	                         0	
1285	 0	   1	              1	              12	                         0	
1290	 1	   0	              1	              12	                         0	
1295	 0	   0	              1	              12	                         0	
1300	 1	   0	              1	              12	                        12	
1305	 0	   0	              1	              12	                        12	
1310	 1	   0	              1	              12	                        12	
1315	 0	   0	              1	              12	                        12	
1320	 1	   0	              1	              12	                        12	
1325	 0	   0	              1	              12	                        12	
1330	 1	   0	              1	              12	                        12	
1335	 0	   0	              1	              12	                        12	
1340	 1	   0	              1	              12	                        12	
1345	 0	   0	              1	              12	                        12	
1350	 1	   0	              1	              12	                        12	
1355	 0	   0	              1	              12	                        12	
1360	 1	   0	              1	              12	                        12	
1365	 0	   0	              1	              12	                        12	
1370	 1	   0	              1	              12	                        12	
1375	 0	   0	              1	              12	                        12	
1380	 1	   0	              1	              12	                        12	
1385	 0	   0	              1	              12	                        12	
1390	 1	   1	              1	              12	                         0	
1395	 0	   1	              1	              12	                         0	
1400	 1	   0	              1	              12	                         0	
1405	 0	   0	              1	              12	                         0	
1410	 1	   0	              1	              12	                        12	
1415	 0	   0	              1	              12	                        12	
1420	 1	   0	              1	              12	                        12	
1425	 0	   0	              1	              12	                        12	
1430	 1	   0	              1	              12	                        12	
1435	 0	   0	              1	              12	                        12	
1440	 1	   0	              1	              12	                        12	
1445	 0	   0	              1	              12	                        12	
1450	 1	   0	              1	              12	                        12	
1455	 0	   0	              1	              12	                        12	
1460	 1	   0	              1	              12	                        12	
1465	 0	   0	              1	              12	                        12	
1470	 1	   0	              1	              12	                        12	
1475	 0	   0	              1	              12	                        12	
1480	 1	   0	              1	              12	                        12	
1485	 0	   0	              1	              12	                        12	
1490	 1	   0	              1	              12	                        12	
1495	 0	   0	              1	              12	                        12	
1500	 1	   1	              1	              12	                         0	
1505	 0	   1	              1	              12	                         0	
1510	 1	   0	              1	              12	                         0	
1515	 0	   0	              1	              12	                         0	
1520	 1	   0	              1	              12	                        12	
1525	 0	   0	              1	              12	                        12	
1530	 1	   0	              1	              12	                        12	
1535	 0	   0	              1	              12	                        12	
1540	 1	   0	              1	              12	                        12	
1545	 0	   0	              1	              12	                        12	
1550	 1	   0	              1	              12	                        12	
1555	 0	   0	              1	              12	                        12	
1560	 1	   0	              1	              12	                        12	
1565	 0	   0	              1	              12	                        12	
1570	 1	   0	              1	              12	                        12	
1575	 0	   0	              1	              12	                        12	
1580	 1	   0	              1	              12	                        12	
1585	 0	   0	              1	              12	                        12	
1590	 1	   0	              1	              12	                        12	
1595	 0	   0	              1	              12	                        12	
1600	 1	   0	              1	              12	                        12	
1605	 0	   0	              1	              12	                        12	
1610	 1	   1	              1	              12	                         0	
1615	 0	   1	              1	              12	                         0	
1620	 1	   0	              1	              12	                         0	
1625	 0	   0	              1	              12	                         0	
1630	 1	   0	              1	              12	                        12	
1635	 0	   0	              1	              12	                        12	
1640	 1	   0	              1	              12	                        12	
1645	 0	   0	              1	              12	                        12	
1650	 1	   0	              1	              12	                        12	
1655	 0	   0	              1	              12	                        12	
1660	 1	   0	              1	              12	                        12	
1665	 0	   0	              1	              12	                        12	
1670	 1	   0	              1	              12	                        12	
1675	 0	   0	              1	              12	                        12	
1680	 1	   0	              1	              12	                        12	
1685	 0	   0	              1	              12	                        12	
1690	 1	   0	              1	              12	                        12	
1695	 0	   0	              1	              12	                        12	
1700	 1	   0	              1	              12	                        12	
1705	 0	   0	              1	              12	                        12	
1710	 1	   0	              1	              12	                        12	
1715	 0	   0	              1	              12	                        12	
1720	 1	   1	              1	              12	                         0	
1725	 0	   1	              1	              12	                         0	
1730	 1	   0	              1	              12	                         0	
1735	 0	   0	              1	              12	                         0	
1740	 1	   0	              1	              12	                        12	
1745	 0	   0	              1	              12	                        12	
1750	 1	   0	              1	              12	                        12	
1755	 0	   0	              1	              12	                        12	
1760	 1	   0	              1	              12	                        12	
1765	 0	   0	              1	              12	                        12	
1770	 1	   0	              1	              12	                        12	
1775	 0	   0	              1	              12	                        12	
1780	 1	   0	              1	              12	                        12	
1785	 0	   0	              1	              12	                        12	
1790	 1	   0	              1	              12	                        12	
1795	 0	   0	              1	              12	                        12	
1800	 1	   0	              1	              12	                        12	
1805	 0	   0	              1	              12	                        12	
1810	 1	   0	              1	              12	                        12	
1815	 0	   0	              1	              12	                        12	
1820	 1	   0	              1	              12	                        12	
1825	 0	   0	              1	              12	                        12	
1830	 1	   1	              1	              12	                         0	
1835	 0	   1	              1	              12	                         0	
1840	 1	   0	              1	              12	                         0	
1845	 0	   0	              1	              12	                         0	
1850	 1	   0	              1	              12	                        12	
1855	 0	   0	              1	              12	                        12	
1860	 1	   0	              1	              12	                        12	
1865	 0	   0	              1	              12	                        12	
1870	 1	   0	              1	              12	                        12	
1875	 0	   0	              1	              12	                        12	
1880	 1	   0	              1	              12	                        12	
1885	 0	   0	              1	              12	                        12	
1890	 1	   0	              1	              12	                        12	
1895	 0	   0	              1	              12	                        12	
1900	 1	   0	              1	              12	                        12	
1905	 0	   0	              1	              12	                        12	
1910	 1	   0	              1	              12	                        12	
1915	 0	   0	              1	              12	                        12	
1920	 1	   0	              1	              12	                        12	
1925	 0	   0	              1	              12	                        12	
1930	 1	   0	              1	              12	                        12	
1935	 0	   0	              1	              12	                        12	
1940	 1	   1	              1	              12	                         0	
1945	 0	   1	              1	              12	                         0	
1950	 1	   0	              1	              12	                         0	
1955	 0	   0	              1	              12	                         0	
1960	 1	   0	              1	              12	                        12	
1965	 0	   0	              1	              12	                        12	
1970	 1	   0	              1	              12	                        12	
1975	 0	   0	              1	              12	                        12	
1980	 1	   0	              1	              12	                        12	
1985	 0	   0	              1	              12	                        12	
1990	 1	   0	              1	              12	                        12	
1995	 0	   0	              1	              12	                        12	
2000	 1	   0	              1	              12	                        12	
2005	 0	   0	              1	              12	                        12	
2010	 1	   0	              1	              12	                        12	
2015	 0	   0	              1	              12	                        12	
2020	 1	   0	              1	              12	                        12	
2025	 0	   0	              1	              12	                        12	
2030	 1	   0	              1	              12	                        12	
2035	 0	   0	              1	              12	                        12	
2040	 1	   0	              1	              12	                        12	
2045	 0	   0	              1	              12	                        12	
2050	 1	   1	              1	              12	                         0	
2055	 0	   1	              1	              12	                         0	
2060	 1	   0	              1	              12	                         0	
2065	 0	   0	              1	              12	                         0	
2070	 1	   0	              1	              12	                        12	
2075	 0	   0	              1	              12	                        12	
2080	 1	   0	              1	              12	                        12	
2085	 0	   0	              1	              12	                        12	
2090	 1	   0	              1	              12	                        12	
2095	 0	   0	              1	              12	                        12	
2100	 1	   0	              1	              12	                        12	
2105	 0	   0	              1	              12	                        12	
2110	 1	   0	              1	              12	                        12	
2115	 0	   0	              1	              12	                        12	
2120	 1	   0	              1	              12	                        12	
2125	 0	   0	              1	              12	                        12	
2130	 1	   0	              1	              12	                        12	
2135	 0	   0	              1	              12	                        12	
2140	 1	   0	              1	              12	                        12	
2145	 0	   0	              1	              12	                        12	
2150	 1	   0	              1	              12	                        12	
2155	 0	   0	              1	              12	                        12	
2160	 1	   1	              1	              12	                         0	
2165	 0	   1	              1	              12	                         0	
2170	 1	   0	              1	              12	                         0	
2175	 0	   0	              1	              12	                         0	
2180	 1	   0	              1	              12	                        12	
2185	 0	   0	              1	              12	                        12	
2190	 1	   0	              1	              12	                        12	
2195	 0	   0	              1	              12	                        12	
2200	 1	   0	              1	              12	                        12	
2205	 0	   0	              1	              12	                        12	
2210	 1	   0	              1	              12	                        12	
2215	 0	   0	              1	              12	                        12	
2220	 1	   0	              1	              12	                        12	
2225	 0	   0	              1	              12	                        12	
2230	 1	   0	              1	              12	                        12	
2235	 0	   0	              1	              12	                        12	
2240	 1	   0	              1	              12	                        12	
2245	 0	   0	              1	              12	                        12	
2250	 1	   0	              1	              12	                        12	
2255	 0	   0	              1	              12	                        12	
2260	 1	   0	              1	              12	                        12	
2265	 0	   0	              1	              12	                        12	
2270	 1	   1	              1	              12	                         0	
2275	 0	   1	              1	              12	                         0	
2280	 1	   0	              2	              12	                         0	
2285	 0	   0	              2	              12	                         0	
2290	 1	   0	              2	              12	                        24	
2295	 0	   0	              2	              12	                        24	
2300	 1	   0	              2	              12	                        24	
2305	 0	   0	              2	              12	                        24	
2310	 1	   0	              2	              12	                        24	
2315	 0	   0	              2	              12	                        24	
2320	 1	   0	              2	              12	                        24	
2325	 0	   0	              2	              12	                        24	
2330	 1	   0	              2	              12	                        24	
2335	 0	   0	              2	              12	                        24	
2340	 1	   0	              2	              12	                        24	
2345	 0	   0	              2	              12	                        24	
2350	 1	   0	              2	              12	                        24	
2355	 0	   0	              2	              12	                        24	
2360	 1	   0	              2	              12	                        24	
2365	 0	   0	              2	              12	                        24	
2370	 1	   0	              2	              12	                        24	
2375	 0	   0	              2	              12	                        24	
2380	 1	   1	              2	              12	                         0	
2385	 0	   1	              2	              12	                         0	
2390	 1	   0	              2	              12	                         0	
2395	 0	   0	              2	              12	                         0	
2400	 1	   0	              2	              12	                        24	
2405	 0	   0	              2	              12	                        24	
2410	 1	   0	              2	              12	                        24	
2415	 0	   0	              2	              12	                        24	
2420	 1	   0	              2	              12	                        24	
2425	 0	   0	              2	              12	                        24	
2430	 1	   0	              2	              12	                        24	
2435	 0	   0	              2	              12	                        24	
2440	 1	   0	              2	              12	                        24	
2445	 0	   0	              2	              12	                        24	
2450	 1	   0	              2	              12	                        24	
2455	 0	   0	              2	              12	                        24	
2460	 1	   0	              2	              12	                        24	
2465	 0	   0	              2	              12	                        24	
2470	 1	   0	              2	              12	                        24	
2475	 0	   0	              2	              12	                        24	
2480	 1	   0	              2	              12	                        24	
2485	 0	   0	              2	              12	                        24	
2490	 1	   1	              2	              12	                         0	
2495	 0	   1	              2	              12	                         0	
2500	 1	   0	              2	              12	                         0	
2505	 0	   0	              2	              12	                         0	
2510	 1	   0	              2	              12	                        24	
2515	 0	   0	              2	              12	                        24	
2520	 1	   0	              2	              12	                        24	
2525	 0	   0	              2	              12	                        24	
2530	 1	   0	              2	              12	                        24	
2535	 0	   0	              2	              12	                        24	
2540	 1	   0	              2	              12	                        24	
2545	 0	   0	              2	              12	                        24	
2550	 1	   0	              2	              12	                        24	
2555	 0	   0	              2	              12	                        24	
2560	 1	   0	              2	              12	                        24	
2565	 0	   0	              2	              12	                        24	
2570	 1	   0	              2	              12	                        24	
2575	 0	   0	              2	              12	                        24	
2580	 1	   0	              2	              12	                        24	
2585	 0	   0	              2	              12	                        24	
2590	 1	   0	              2	              12	                        24	
2595	 0	   0	              2	              12	                        24	
2600	 1	   1	              2	              12	                         0	
2605	 0	   1	              2	              12	                         0	
2610	 1	   0	              2	              12	                         0	
2615	 0	   0	              2	              12	                         0	
2620	 1	   0	              2	              12	                        24	
2625	 0	   0	              2	              12	                        24	
2630	 1	   0	              2	              12	                        24	
2635	 0	   0	              2	              12	                        24	
2640	 1	   0	              2	              12	                        24	
2645	 0	   0	              2	              12	                        24	
2650	 1	   0	              2	              12	                        24	
2655	 0	   0	              2	              12	                        24	
2660	 1	   0	              2	              12	                        24	
2665	 0	   0	              2	              12	                        24	
2670	 1	   0	              2	              12	                        24	
2675	 0	   0	              2	              12	                        24	
2680	 1	   0	              2	              12	                        24	
2685	 0	   0	              2	              12	                        24	
2690	 1	   0	              2	              12	                        24	
2695	 0	   0	              2	              12	                        24	
2700	 1	   0	              2	              12	                        24	
2705	 0	   0	              2	              12	                        24	
2710	 1	   1	              2	              12	                         0	
2715	 0	   1	              2	              12	                         0	
2720	 1	   0	              2	              12	                         0	
2725	 0	   0	              2	              12	                         0	
2730	 1	   0	              2	              12	                        24	
2735	 0	   0	              2	              12	                        24	
2740	 1	   0	              2	              12	                        24	
2745	 0	   0	              2	              12	                        24	
2750	 1	   0	              2	              12	                        24	
2755	 0	   0	              2	              12	                        24	
2760	 1	   0	              2	              12	                        24	
2765	 0	   0	              2	              12	                        24	
2770	 1	   0	              2	              12	                        24	
2775	 0	   0	              2	              12	                        24	
2780	 1	   0	              2	              12	                        24	
2785	 0	   0	              2	              12	                        24	
2790	 1	   0	              2	              12	                        24	
2795	 0	   0	              2	              12	                        24	
2800	 1	   0	              2	              12	                        24	
2805	 0	   0	              2	              12	                        24	
2810	 1	   0	              2	              12	                        24	
2815	 0	   0	              2	              12	                        24	
2820	 1	   1	              2	              12	                         0	
2825	 0	   1	              2	              12	                         0	
2830	 1	   0	              2	              12	                         0	
2835	 0	   0	              2	              12	                         0	
2840	 1	   0	              2	              12	                        24	
2845	 0	   0	              2	              12	                        24	
2850	 1	   0	              2	              12	                        24	
2855	 0	   0	              2	              12	                        24	
2860	 1	   0	              2	              12	                        24	
2865	 0	   0	              2	              12	                        24	
2870	 1	   0	              2	              12	                        24	
2875	 0	   0	              2	              12	                        24	
2880	 1	   0	              2	              12	                        24	
2885	 0	   0	              2	              12	                        24	
2890	 1	   0	              2	              12	                        24	
2895	 0	   0	              2	              12	                        24	
2900	 1	   0	              2	              12	                        24	
2905	 0	   0	              2	              12	                        24	
2910	 1	   0	              2	              12	                        24	
2915	 0	   0	              2	              12	                        24	
2920	 1	   0	              2	              12	                        24	
2925	 0	   0	              2	              12	                        24	
2930	 1	   1	              2	              12	                         0	
2935	 0	   1	              2	              12	                         0	
2940	 1	   0	              2	              12	                         0	
2945	 0	   0	              2	              12	                         0	
2950	 1	   0	              2	              12	                        24	
2955	 0	   0	              2	              12	                        24	
2960	 1	   0	              2	              12	                        24	
2965	 0	   0	              2	              12	                        24	
2970	 1	   0	              2	              12	                        24	
2975	 0	   0	              2	              12	                        24	
2980	 1	   0	              2	              12	                        24	
2985	 0	   0	              2	              12	                        24	
2990	 1	   0	              2	              12	                        24	
2995	 0	   0	              2	              12	                        24	
3000	 1	   0	              2	              12	                        24	
3005	 0	   0	              2	              12	                        24	
3010	 1	   0	              2	              12	                        24	
3015	 0	   0	              2	              12	                        24	
3020	 1	   0	              2	              12	                        24	
3025	 0	   0	              2	              12	                        24	
3030	 1	   0	              2	              12	                        24	
3035	 0	   0	              2	              12	                        24	
3040	 1	   1	              2	              12	                         0	
3045	 0	   1	              2	              12	                         0	
3050	 1	   0	              2	              12	                         0	
3055	 0	   0	              2	              12	                         0	
3060	 1	   0	              2	              12	                        24	
3065	 0	   0	              2	              12	                        24	
3070	 1	   0	              2	              12	                        24	
3075	 0	   0	              2	              12	                        24	
3080	 1	   0	              2	              12	                        24	
3085	 0	   0	              2	              12	                        24	
3090	 1	   0	              2	              12	                        24	
3095	 0	   0	              2	              12	                        24	
3100	 1	   0	              2	              12	                        24	
3105	 0	   0	              2	              12	                        24	
3110	 1	   0	              2	              12	                        24	
3115	 0	   0	              2	              12	                        24	
3120	 1	   0	              2	              12	                        24	
3125	 0	   0	              2	              12	                        24	
3130	 1	   0	              2	              12	                        24	
3135	 0	   0	              2	              12	                        24	
3140	 1	   0	              2	              12	                        24	
3145	 0	   0	              2	              12	                        24	
3150	 1	   1	              2	              12	                         0	
3155	 0	   1	              2	              12	                         0	
3160	 1	   0	              2	              12	                         0	
3165	 0	   0	              2	              12	                         0	
3170	 1	   0	              2	              12	                        24	
3175	 0	   0	              2	              12	                        24	
3180	 1	   0	              2	              12	                        24	
3185	 0	   0	              2	              12	                        24	
3190	 1	   0	              2	              12	                        24	
3195	 0	   0	              2	              12	                        24	
3200	 1	   0	              2	              12	                        24	
3205	 0	   0	              2	              12	                        24	
3210	 1	   0	              2	              12	                        24	
3215	 0	   0	              2	              12	                        24	
3220	 1	   0	              2	              12	                        24	
3225	 0	   0	              2	              12	                        24	
3230	 1	   0	              2	              12	                        24	
3235	 0	   0	              2	              12	                        24	
3240	 1	   0	              2	              12	                        24	
3245	 0	   0	              2	              12	                        24	
3250	 1	   0	              2	              12	                        24	
3255	 0	   0	              2	              12	                        24	
3260	 1	   1	              2	              12	                         0	
3265	 0	   1	              2	              12	                         0	
3270	 1	   0	              2	              12	                         0	
3275	 0	   0	              2	              12	                         0	
3280	 1	   0	              2	              12	                        24	
3285	 0	   0	              2	              12	                        24	
3290	 1	   0	              2	              12	                        24	
3295	 0	   0	              2	              12	                        24	
3300	 1	   0	              2	              12	                        24	
3305	 0	   0	              2	              12	                        24	
3310	 1	   0	              2	              12	                        24	
3315	 0	   0	              2	              12	                        24	
3320	 1	   0	              2	              12	                        24	
3325	 0	   0	              2	              12	                        24	
3330	 1	   0	              2	              12	                        24	
3335	 0	   0	              2	              12	                        24	
3340	 1	   0	              2	              12	                        24	
3345	 0	   0	              2	              12	                        24	
3350	 1	   0	              2	              12	                        24	
3355	 0	   0	              2	              12	                        24	
3360	 1	   0	              2	              12	                        24	
3365	 0	   0	              2	              12	                        24	
3370	 1	   1	              2	              12	                         0	
3375	 0	   1	              2	              12	                         0	
3380	 1	   0	              3	              12	                         0	
3385	 0	   0	              3	              12	                         0	
3390	 1	   0	              3	              12	                        36	
3395	 0	   0	              3	              12	                        36	
3400	 1	   0	              3	              12	                        36	
3405	 0	   0	              3	              12	                        36	
3410	 1	   0	              3	              12	                        36	
3415	 0	   0	              3	              12	                        36	
3420	 1	   0	              3	              12	                        36	
3425	 0	   0	              3	              12	                        36	
3430	 1	   0	              3	              12	                        36	
3435	 0	   0	              3	              12	                        36	
3440	 1	   0	              3	              12	                        36	
3445	 0	   0	              3	              12	                        36	
3450	 1	   0	              3	              12	                        36	
3455	 0	   0	              3	              12	                        36	
3460	 1	   0	              3	              12	                        36	
3465	 0	   0	              3	              12	                        36	
3470	 1	   0	              3	              12	                        36	
3475	 0	   0	              3	              12	                        36	
3480	 1	   1	              3	              12	                         0	
3485	 0	   1	              3	              12	                         0	
3490	 1	   0	              3	              12	                         0	
3495	 0	   0	              3	              12	                         0	
3500	 1	   0	              3	              12	                        36	
3505	 0	   0	              3	              12	                        36	
3510	 1	   0	              3	              12	                        36	
3515	 0	   0	              3	              12	                        36	
3520	 1	   0	              3	              12	                        36	
3525	 0	   0	              3	              12	                        36	
